gotsport_team_id,display_name,club,state,age_group,gender
42158699,San Ramon FC 15B Pre ECNL-RL,San Ramon FC,AZ,U11,M
42158866,Rocklin FC 15B White,Rocklin FC,AZ,U11,M
42162516,WYO 307 2015 Boys,Wyoming Soccer Association,AZ,U11,M
42163550,RENO MINEROS,Northern Nevada Soccer Club ,AZ,U11,M
42158979,Burlingame SC 2015B Black,Burlingame Soccer Club,AZ,U11,M
42158507,SD Surf Academy Boys 2015 (Penate),San Diego Surf Soccer Club,AZ,U11,M
42161051,Pittsburgh Riverhounds Academy North Huntingdon 2015 Boys,Pittsburgh Riverhounds,AZ,U11,M
42158599,2015 Boys Red,Clippers FC,AZ,U11,M
42161229,Deportivo Cali Pembroke 2015 Mafla,Miami Stars Soccer,AZ,U11,M
42161609,East Valley NSFC 15 Boys Tiggs,East Valley/NSFC,AZ,U11,M
42160894,KBSC Elite 2015,Key Biscayne SC,AZ,U11,M
42161707,Deportivo Coras USA 2015,FBSL,AZ,U11,M
42158388,PHENOM B2015II,Phenom Soccer Academy,AZ,U11,M
42159252,Greenhaven SC 15B,Greenhaven Soccer Club,AZ,U11,M
42160738,West Valley 2015 Boys Rose,RSL-AZ West Valley,AZ,U11,M
42158833,Sporting Columbia 15B Navy,Sporting Columbia SC,AZ,U11,M
42159702,Blast 2015,Auburndale SC ,AZ,U11,M
42161908,ONE FC B2015 BLUE,NEUESPORTS,AZ,U11,M
42176269,Pre MLS NEXT Black '15,FC DELCO,AZ,U11,M
42162195,B15 EA,Inland Surf,AZ,U11,M
42164941,Florida Royal FC 2015 Division 1 Elite,Florida Royal FC,AZ,U11,M
42158749,Parkland SC Elite B15,Parkland Soccer Club,AZ,U11,M
42158733,FPFC 15B WC REGIONAL,Florida Premier FC,AZ,U11,M
42161097,Fuego FC 2015,Fuego FC,AZ,U11,M
42161667,Future_Sa_15_Blue,Future Soccer Academy,AZ,U11,M
42158119,CFA OC SC B15 Pre NPL Goicochea,California Football Academy,AZ,U11,M
42159549,Towson United 2015B Maroon,Towson United,AZ,U11,M
42159176,HYSL Premier Elite 15B Blue,Hayward Youth Soccer League,AZ,U11,M
42158095,Sporting CA USA Pre-ECNL B15 I,Sporting California USA,AZ,U11,M
42175837,APSC 2015B Arsenal,Arden Park Soccer Club,AZ,U11,M
42159993,B2015 (Ultra),Atlantic United SB/LGN SC,AZ,U11,M
42158805,Madera United FC 15B Zapata,Madera United Futbol Club,AZ,U11,M
42158535,VE 2015 White,Vereinigung Erzgebirge SC ,AZ,U11,M
42163339,NMSA 2015 Boys,New Mexico Soccer Academy,AZ,U11,M
42160579,Nona Soccer 2015 Boys Black,Nona Soccer Academy,AZ,U11,M
42163032,SG1 STXCL EC B15,SG1 Soccer,AZ,U11,M
42158498,2015B Pre-ECNL,West-Mont United S.A,AZ,U11,M
42159142,ABSC Lightning Thunder 2015B,Albany Berkeley Soccer Club,AZ,U11,M
42163184,15B Pre-Elite I,Colorado Rapids Youth Soccer Club,AZ,U11,M
42159983,Real POB,Plainview Old Bethpage (LIJSL),AZ,U11,M
42161830,Madison FC 15 Gold Boys,Madison FC,AZ,U11,M
42158707,KH PreElite Swan City B15-1,Kings Hammer Swan City Soccer Club,AZ,U11,M
42172004,S5A KENDALL U11 BLACK,Soccer 5 Academy ,AZ,U11,M
42159275,COSC Pre-ECNL B15 I,California Odyssey Soccer Club,AZ,U11,M
42160370,15 Pre-MLS Next #2,FC Tucson Youth Soccer,AZ,U11,M
42158158,Placer United 15B Gold,Placer United Soccer Club,AZ,U11,M
42159334,Blackhawks 15,Capital Valley Futbol Club,AZ,U11,M
42159421,15/16,Los Banos Valley Soccer Club,AZ,U11,M
42164129,Utah Athletic Academy B15,Utah Athletic Academy,AZ,U11,M
42160789,IdeaSport 2015 Pre MLS 2,IdeaSport Soccer Academy,AZ,U11,M
42163109,Footwork Lab Squad 2015B,Molano Futbol Academy,AZ,U11,M
42159316,ICFC Cottleville 2015B Blue,Impact City FC - St Louis,AZ,U11,M
42158293,B2015 EA2,FC Golden State,AZ,U11,M
42158519,Southampton Vikings,Southampton SA,AZ,U11,M
42160525,FUTBOLTECH CHSC - 2015 EVERTON,Futboltech,AZ,U11,M
42161056,NEFC Metro West Boys 2015 MLS Futures Red,NEFC,AZ,U11,M
42159814,380 United FC 2015B K Parks,380 United FC,AZ,U11,M
42159555,Napa United Pre-Academy 15B Pre-MLS Next,Napa United,AZ,U11,M
42158774,SANTA CRUZ SHARKS 15 BLUE,Santa Cruz City Soccer Club,AZ,U11,M
42160480,SFK SELECT U10 Jonathan,,AZ,U11,M
42160333,ROA Soccer Academy 2015 Grey,ROA Soccer Academy,AZ,U11,M
42159300,Legends SC 15B-B,Legends SC Sacramento,AZ,U11,M
42158731,FPFC 16B PRE ECNL I,Florida Premier FC,AZ,U11,M
42161855,Outkast FC Brownwood 15B,OutKast FC Brownwood,AZ,U11,M
42161278,2015 Boys Red,Ancient City SC,AZ,U11,M
42158339,MSVG 2015 Boys,Miami Springs Soccer,AZ,U11,M
42158960,Dortmund,Atletico Santa Rosa,AZ,U11,M
42158658,Mustang SC 15B Elite II,Mustang Soccer,AZ,U11,M
42163209,U11,Diamonds Soccer Academy,AZ,U11,M
42160949,Doral West 2015 B,Doral West Soccer Academy,AZ,U11,M
42158396,B2015 EA,City SC - San Marcos,AZ,U11,M
42159048,Breakers 15B Purple,Ross Valley Breakers FC,AZ,U11,M
42161446,North Carolina FC 2015 South Red,NCFC Youth,AZ,U11,M
42158044,ALBION SC San Diego B15 Academy I,ALBION SC San Diego,AZ,U11,M
42177449,LAFC So Cal Pre ECNL 2 B2015,LAFC So Cal,AZ,U11,M
42159450,2015 - NEAL RED,Ironbound SC,AZ,U11,M
42162680,Water Futbol Farm,Hanford Youth Soccer League,AZ,U11,M
42158085,B2015 SB Dodds (x),Beach Futbol Club,AZ,U11,M
42158948,Steamer's Crew U11 2015B Blue,Steamer's Crew Soccer Club,AZ,U11,M
42160462,2015B WHITE,Miami Breakers FC,AZ,U11,M
42158381,B15 FC,Legends FC - San Diego,AZ,U11,M
42175272,Gt18 B15,956 United,AZ,U11,M
42163322,SLSG MO B 2015 Academy,St. Louis Scott Gallagher,AZ,U11,M
42158752,Cottleville United 2015B White,Cottleville United,AZ,U11,M
42158528,Pre-Academy 15B,Keystone FC,AZ,U11,M
42168113,PA Classics Academy Lancaster 15M,PA Classics,AZ,U11,M
42176270,Pre MLS NEXT White '15,FC DELCO,AZ,U11,M
42158328,FCE 2015 Boys Pre ECNL,FC Europa,AZ,U11,M
42159082,UST FC Real Madrid B2015,UST FC Academy,AZ,U11,M
42160398,Las Vegas Sports Academy U11 Boys Black 2015,Las Vegas Sports Academy,AZ,U11,M
42160668,15 Boys Soul Warriors,FC Tucson Youth Soccer,AZ,U11,M
42162233,DFW Tejanos 2015 Boys,Mid Cities Tejanos,AZ,U11,M
42161444,Herndon 2015B VISA,Herndon Youth Soccer,AZ,U11,M
42161731,FC Charles '15 Boys - Red,FC Charles 1658,AZ,U11,M
42158307,Nido Aguila SD Cabrales B2015,Nido Aguila San Diego,AZ,U11,M
42169970,Old Line FC Boys 15 Black,Old Line Football Club,AZ,U11,M
42158219,B2015 Academy,Empire Surf,AZ,U11,M
42160481,SFK ELITE U10 Randy,,AZ,U11,M
42158533,Mustang SC 15B Elite I,Mustang Soccer,AZ,U11,M
42158333,Irvine 2015 Ba*,Strikers FC,AZ,U11,M
42158967,Sheriffs FC 2015B Pre-ECNL,Sheriffs FC,AZ,U11,M
42158598,MAKO 2015 BOYS GREEN SEFPL,Mako Soccer Club,AZ,U11,M
42161041,2015 Boys Pre-MLS Next,RNY FC Youth,AZ,U11,M
42161415,PRFC Desert Foothills 15B Predator,Phoenix Rising Desert Foothills,AZ,U11,M
42158563,2015 Rush Boys,PA Rush,AZ,U11,M
42159057,Walnut Creek Surf 15B Blue,Walnut Creek Surf Soccer Club,AZ,U11,M
42160776,New York Red Bulls Pre-Academy 2015 South,Red Bulls (NJ),AZ,U11,M
42159127,Ajax United 15B White Pre-MLS II,Ajax United,AZ,U11,M
42161196,15B NJMarkette,RSL-AZ South,AZ,U11,M
42158681,XF 2015 RCL 2,Crossfire Premier,AZ,U11,M
42162577,FC Dallas 15B South Academy,FC Dallas Youth,AZ,U11,M
42158540,Chargers LWR B2015 Pre-EA ARCHIVED PER JUAN,Chargers SC LWR,AZ,U11,M
42159965,Synergy FC 15/16B Montone,Synergy FC AZ,AZ,U11,M
42161015,Deportivo Cali Pembroke 2015 Willington,Miami Stars Soccer,AZ,U11,M
42159054,Jupiter United 2015 Boys Elite,Jupiter United Soccer,AZ,U11,M
42160580,Dynamos SC 15B SC,Dynamos SC,AZ,U11,M
42159359,Mt. Diablo Mustang 2015B White,Mt Diablo Mustang Soccer,AZ,U11,M
42158082,B2015 SB Caldwell,Beach Futbol Club,AZ,U11,M
42158067,WHITE B15,San Clemente Surf Soccer,AZ,U11,M
42169635,SC LIONS 2015B RED,Santa Clara Youth Soccer League,AZ,U11,M
42159798,SLSG MO B 2015 Elite Blue,St. Louis Scott Gallagher,AZ,U11,M
42159730,15B Black DW,Utah Avalanche,AZ,U11,M
42158907,Castro Valley SC CVSC United 2015 Boys Green,Castro Valley Soccer Club,AZ,U11,M
42159000,St. Louis Stars SC 15 Boys Academy Red,St. Louis Stars SC,AZ,U11,M
42162669,PRFC West Valley 15B Predator,Phoenix Rising FC,AZ,U11,M
42159033,Livingston Fuego FC 15B,Livingston Fuego,AZ,U11,M
42162198,La Piedad FC 2015,FBSL,AZ,U11,M
42158872,Fusion SC Pre ECNL RL B15,Livermore Fusion SC,AZ,U11,M
42158932,SASA Spirits 2015B Blue,SASA Spirits SC,AZ,U11,M
42158112,Sting Black '15,Upper Dublin SC,AZ,U11,M
42158014,Carlsbad B15 Pre MLS Next II - Menezes,City SC,AZ,U11,M
42158864,City SC Kings County B2015,City SC Kings County,AZ,U11,M
42162486,Soccer United 2015,Soccer United,AZ,U11,M
42159877,Las Vegas Sports Academy U10 Boys Grey 2015,Las Vegas Sports Academy,AZ,U11,M
42161890,KBSC Premier 2015,Key Biscayne SC,AZ,U11,M
42160243,Pima Surf Academy Boys 15,Pima County Surf Soccer Club,AZ,U11,M
42158298,B2015 GOLD,LAFC So Cal,AZ,U11,M
42158207,Breakers B2015 Black Pre-NL,Oceanside,AZ,U11,M
42162681,VISTA HL92 Soccer Academy 2015B Yellow,Virginia Independent Soccer Team Association,AZ,U11,M
42158087,B2015 Gold,Golden Eagles FC,AZ,U11,M
42159215,SF Seals 15B Black,San Francisco Seals,AZ,U11,M
42162501,B2015 PRE-ECNL,LAFC So Cal,AZ,U11,M
42160497,Lex Sporting Club 15B Green,Lexington Sporting,AZ,U11,M
42158391,Sporting Athletic Club 2015B Red I,Sporting Athletic Club,AZ,U11,M
42158159,Placer United 15B Black,Placer United Soccer Club,AZ,U11,M
42161564,North Carolina FC 2015 North Red,NCFC Youth,AZ,U11,M
42158336,NB B2015 Blue,Pateadores Soccer Club,AZ,U11,M
42158605,North Marin United 15 Boys Intrepid,North Marin United,AZ,U11,M
42158048,ALBION SC San Diego B15 Academy II,ALBION SC San Diego,AZ,U11,M
42158947,Alliance 2015B Navy,Eastshore Alliance FC,AZ,U11,M
42160137,ALBION SC Las Vegas B15 Academy III,ALBION SC Las Vegas,AZ,U11,M
42158919,2015B Platinum 1,Elk Grove Soccer,AZ,U11,M
42171763,TUSC 2015 Boys U11 Black,Trumbull United SC,AZ,U11,M
42159079,Kaos 2015B Blue Rivera,Atwater Kaos Futbol Club,AZ,U11,M
42160848,2015 White,South Miami United FC,AZ,U11,M
42174809,EMSC Super Y Vipers,East Meadow Soccer Club,AZ,U11,M
42160696,U11 Black 2015,International Soccer Club,AZ,U11,M
42160719,Florida Fire West Pines United 2015 Gold,West Pines United FC,AZ,U11,M
42158197,LFA Blue Star Major 2015B,Lou Fusz Athletic,AZ,U11,M
42158268,B2015 Navy,West Coast F.C. ,AZ,U11,M
42158870,STLDA 2015B Elite Red,St. Louis Development Academy,AZ,U11,M
42162338,West Valley 15/16B,Pima County Surf Soccer Club,AZ,U11,M
42176611,15B Pre Ecnl Volt,RISE Soccer Club,AZ,U11,M
42160098,Hauppauge Warriors BU11,Hauppauge (LIJSL),AZ,U11,M
42159254,WESCO 15B Blue - Wildcats,WESCO United,AZ,U11,M
42159161,Central Coast FC 15Black,Real Atletico Futbol Club,AZ,U11,M
42158875,FLS 15B Premier I,Folsom Lake Surf,AZ,U11,M
42159345,WSC 15B Orange,Woodland Soccer Club,AZ,U11,M
42172690,Forza Azzurri 2015’s,Tournament Team,AZ,U11,M
42158578,PA Classics Hbg 2015 Boys U11 Academy,PA Classics Harrisburg (LDSA),AZ,U11,M
42158756,15 Boys Inferno Copa,Idaho Inferno Soccer Club,AZ,U11,M
42159034,Lobitos S.C. - Jaguares-15B,Lobitos Soccer Club,AZ,U11,M
42159591,NYSC B2015 White,New York SC,AZ,U11,M
42159340,South San Jose 15B Blue,South San Jose Soccer League,AZ,U11,M
42159066,SVU Boys 15 Green,Sonoma Valley United,AZ,U11,M
42159556,Napa United Pre-Academy 15B Elite l,Napa United,AZ,U11,M
42175674,FC Golden State B2015 Elite,FC Golden State ,AZ,U11,M
42159102,BUSC 2015 Elite 1,Ballistic United,AZ,U11,M
42162421,CSSA 2015B Blue,Coral Springs Soccer Academy & Futsal,AZ,U11,M
42162480,Springs SC Pre-ECNL B15,Springs Soccer Club,AZ,U11,M
42160882,TSJFC 2015B North Pre-Academy,The St. James Football Club,AZ,U11,M
42159491,2015 Blue,FC Westchester,AZ,U11,M
42158536,CLW Chargers B2015 Pre-MLS (U10) Yellow,Chargers Soccer Club,AZ,U11,M
42161955,Homestead Elite U10B,Miami Athletic Club,AZ,U11,M
42159363,Valley United 15 Boys Orange-RR,Valley United Soccer Club Association,AZ,U11,M
42161926,Eastside FC B16 Red,Eastside FC (WA),AZ,U11,M
42163259,Molano Fútbol Academy South 2015B,Molano Futbol Academy,AZ,U11,M
42161786,Tuzos Nogales 2015,FBSL,AZ,U11,M
42163414,Vamos DUKES,,AZ,U11,M
42159447,15B White,San Jose Rush,AZ,U11,M
42159027,Elite B15,Central Valley Premier FC,AZ,U11,M
42162287,Avanti SA Pre ECNL B15 Joundi,Avanti Soccer Academy,AZ,U11,M
42159632,BVB 15B PreECNL Elite (Klassen),BVB International Academy Texas,AZ,U11,M
42163697,2015 - Boys Blue,Galt Futbol Club,AZ,U11,M
42161991,Loudoun 2015B Pre-MLS Next Red,Loudoun Soccer Club,AZ,U11,M
42159155,FSC15B Spartans,Fruitridge Soccer Club,AZ,U11,M
42158554,Yardley Makefield Soccer 2015 Boys Bayern,Yardley Makefield Soccer,AZ,U11,M
42158666,TBU 2015B North Red WFPL,Tampa Bay United,AZ,U11,M
42158942,B2015 Pre MLS Next I,DUSC,AZ,U11,M
42162164,B2015 TER STEGEN,BARCA Academy Pro Miami,AZ,U11,M
42164728,MAFC 2015 Red,Matias Almeyda Futbol Club,AZ,U11,M
42163601,INACTIVE Coppell FC 15B Hernandez Red,Coppell FC,AZ,U11,M
42160406,EMSSC 2015 Panthers,East Moline Silvis Soccer Club,AZ,U11,M
42160591,LV Heat Surf B15 Pre NP Summerlin,LV Heat Surf SC ,AZ,U11,M
42158565,NW United B15 Blk,Northwest United FC,AZ,U11,M
42164506,Deportivo 59 FC 2015B Premier,Deportivo 59 FC,AZ,U11,M
42158000,City SC Central Valley AV-B2015,City SC Central Valley,AZ,U11,M
42158254,B2015 MG Pre-NPL,Slammers FC,AZ,U11,M
42158971,IR Academy 15B White,IR Academy,AZ,U11,M
42158489,2015 Boys White,Clippers FC,AZ,U11,M
42158989,Burlingame SC 2015B Navy,Burlingame Soccer Club,AZ,U11,M
42160723,15 Boys National League #1,FC Tucson Youth Soccer,AZ,U11,M
42160537,CE 2015B Grasshoppers (Red),Columbus Force SC,AZ,U11,M
42160570,PBG 15 BOYS PRE-ECNL SWOOSH,Palm Beach Kicks,AZ,U11,M
42160821,Force 15B Elite,De Anza Force,AZ,U11,M
42158080,B2015 ES A. Lopez,Beach Futbol Club,AZ,U11,M
42158147,Vipers 2015,Springfield FC,AZ,U11,M
42158860,Revolution 15B Blue,Revolution FC,AZ,U11,M
42158603,High Desert B15 EA2,SoCal Elite FC,AZ,U11,M
42176698,SGA 2015B Premier,SGA,AZ,U11,M
42161010,JAM Doral - Rugani,,AZ,U11,M
42158859,COSC Pre-ECNL RL B15,California Odyssey Soccer Club,AZ,U11,M
42159623,New York Red Bulls Pre-Academy 2015 North,Red Bulls (NJ),AZ,U11,M
42170457,15B NMarkette Pre-MLS Next,RSL-AZ South,AZ,U11,M
42161936,Forza Rossoblú 2015’s,Tournament Team,AZ,U11,M
42159332,Eagles Black 15B,San Bruno Lowen 83,AZ,U11,M
42158891,Castro Valley SC CVSC United 2015 Boys Yellow,Castro Valley Soccer Club,AZ,U11,M
42158853,Cottleville United 2015B Red,Cottleville United,AZ,U11,M
42158632,Marin FC B15Red,Marin FC,AZ,U11,M
42164294,La Masia U10,La Masia Athletic Club,AZ,U11,M
42160058,GC United,Garden City (LIJSL),AZ,U11,M
42161918,FC LEGENDS UTD 15B Black,FC LEGENDS UTD,AZ,U11,M
42169352,2015 Maryland United FC PRE- ECNL,Maryland United Football Club,AZ,U11,M
42159342,15B Blue,Sacramento Alliance SC,AZ,U11,M
42158697,15B Blue,Azzurri FC,AZ,U11,M
42159660,Bury City FC 2015 Boys,Bury City FC,AZ,U11,M
42159773,EM B15 preECNL-RL,East Meadow Soccer Club,AZ,U11,M
42175708,RU RED PRE ECNL 1 B15,Richmond United,AZ,U11,M
42158742,Mutiny SC 2015B Red,North Manatee Soccer,AZ,U11,M
42165049,NY Red Bulls RDS Showcase B2015 Red,,AZ,U11,M
42159022,Force 15B Elite II,De Anza Force,AZ,U11,M
42160741,VSC 2015 Boys Green,Vail SC,AZ,U11,M
42158955,TPA Chargers B2015 Pre-MLS (U10) Red,Chargers Soccer Club,AZ,U11,M
42158903,MVLA 15B Liverpool Green,Mountain View Los Altos Soccer Club,AZ,U11,M
42159092,CCSA 2015B Premier,Central California Soccer Alliance,AZ,U11,M
42159064,San Juan South SC 2015-16 Boys Elite,San Juan South Soccer Club,AZ,U11,M
42160625,Real GP 15B Mancinas,Real GP,AZ,U11,M
42176832,2015B Pre-MLS II,Bay Area Surf,AZ,U11,M
42171547,Catalyst 15 S,HTX,AZ,U11,M
42160218,2015 Boys ULTRA,W&H America,AZ,U11,M
42162178,AZ Thundercats 2015,FBSL,AZ,U11,M
42162216,Tuzos Edwin 2015,FBSL,AZ,U11,M
42157987,ALBION SC Santa Monica B15 Academy,ALBION SC Santa Monica,AZ,U11,M
42171490,Torpedoes BU11 Red 1,Torpedoes SC,AZ,U11,M
42162135,B15 EA,SoCal Elite FC,AZ,U11,M
42158825,Real Inmortales,Real Sacramento Futbol Club,AZ,U11,M
42162030,La Roca 15B R Rada,La Roca FC,AZ,U11,M
42158237,North Coast FC 15B Red,North Coast Futbol Club,AZ,U11,M
42160304,SLSG MO B 2015 Premier White,St. Louis Scott Gallagher,AZ,U11,M
42158460,IR Academy 15B Purple,IR Academy,AZ,U11,M
42161498,La U-USA 2015,El Paso Premier League,AZ,U11,M
42163711,San Jose Rush 15B Academy,San Jose Rush,AZ,U11,M
42158072,2015 Boys Blue,Philadelphia International FC,AZ,U11,M
42158392,Rebels SC IE- B15 EA,Rebels Soccer Club,AZ,U11,M
42159270,ECFC 15B White,Monterey County Soccer-ECFC Salinas,AZ,U11,M
42158735,FPFC 15B TRY REGIONAL,Florida Premier FC,AZ,U11,M
42174821,Real Inland Empire,,AZ,U11,M
42159289,2015B Black,OV Toros FC,AZ,U11,M
42158974,Commack Cobras B15,Commack Soccer,AZ,U11,M
42158604,STLDA 2015B Elite Silver,St. Louis Development Academy,AZ,U11,M
42163195,MIAMI UNITED FC 2015 PREMIER II,Miami Stars Soccer,AZ,U11,M
42159954,Naples Elite SC 2015 Blue FCL,Naples Elite Soccer Club,AZ,U11,M
42158732,FPFC 15B HERNANDO REGIONAL,Florida Premier FC,AZ,U11,M
42159642,Morton United FC 2015 Boys RED,Morton United FC,AZ,U11,M
42169338,Fallston Phantoms 2015,Fallston Soccer,AZ,U11,M
42161373,2015 B Timberwolves FC,,AZ,U11,M
42175004,ALBION SC Antelope Valley B15 EA,ALBION SC Antelope Valley,AZ,U11,M
42160131,2015 Elite Colo Colo,Colo Colo Soccer Academy USA,AZ,U11,M
42159494,Bergen 2015 Boys NEAL Green,Cedar Stars Academy North,AZ,U11,M
42158800,2015B Atletico Canarios,Atletico United FC,AZ,U11,M
42159236,LODI FC 15B,Lodi FC,AZ,U11,M
42176443,OK Energy FC 15B Pre-ECNL,Oklahoma Energy FC,AZ,U11,M
42159068,Alevin 2015,Pro Touch Soccer NY Academy,AZ,U11,M
42159944,Players 15 Boys Juniors Academy 2,Players SC,AZ,U11,M
42161290,Loudoun 2015B Pre-MLS Next Black,Loudoun Soccer Club,AZ,U11,M
42159178,United Silicon Valley 15B Red,AYSO United Silicon Valley,AZ,U11,M
42158902,MVLA 15B Liverpool White,Mountain View Los Altos Soccer Club,AZ,U11,M
42159458,Idaho Juniors 15B Black,Idaho Juniors FC,AZ,U11,M
42164708,Pre ECNL B15 Maroon,CDA Slammers,AZ,U11,M
42158008,Philadelphia SC Surf 15 Black,Philadelphia SC,AZ,U11,M
42158999,RSC '15 Boys Gold,River Soccer Club,AZ,U11,M
42158069,STLDA 2015B Elite White,St. Louis Development Academy,AZ,U11,M
42159669,B2015 Green,Asphalt Green,AZ,U11,M
42164450,B2015 Pre-NPL Black,Claremont Stars Soccer Club,AZ,U11,M
42159230,Valley Surf 15B Pre-ECNL I,Valley Surf | America,AZ,U11,M
42163810,2015 Academy,Real Colorado,AZ,U11,M
42164046,B15 Pre ECNL,Legends FC (CA),AZ,U11,M
42164831,A1 Academy 2015,A1 Academy ,AZ,U11,M
42186325,Solar 15B Molano PreECNL,Solar SC,AZ,U11,M
42161929,Metro Alliance FC 2015B Premier,Metro Alliance FC ,AZ,U11,M
42161773,SCU 2015 Boys Pre-ECNL,Space Coast United,AZ,U11,M
42159851,NY Eagles SC Stars,New York Eagles Soccer Club,AZ,U11,M
42166232,NYCFC Boys Select 2015,New York City FC Boys Select,AZ,U11,M
42158855,Alliance FC 15B,Alliance FC,AZ,U11,M
42163250,2015 Thunder FC Premier,Idaho Thunder FC,AZ,U11,M
42161376,Carmel FC 2015B Gold,Carmel FC,AZ,U11,M
42158231,Revolution 15B Grey,Revolution FC,AZ,U11,M
42161200,PA Classics Academy Reading 15M,PA Classics,AZ,U11,M
42158777,Premier 2015 Boys,LMFC,AZ,U11,M
42159941,Atletico Dallas Youth Pre ECNL B15 Luna,Atletico Dallas Youth,AZ,U11,M
42161529,Sting Attack B15 Garcia -ARCHIVE,Sting Soccer Club,AZ,U11,M
42161869,2015 PICHI ALONSO,RCD Espanyol de Barcelona NJ,AZ,U11,M
42164403,Juventus 2015B,Juventus FC,AZ,U11,M
42174078,Dnamo FC 2015 City,Dnamo FC,AZ,U11,M
42163210,Surf Select Desert Region B2015,Utah Surf,AZ,U11,M
42160144,Las Vegas Sports Academy U10 Boys Silver 2015,Las Vegas Sports Academy,AZ,U11,M
42160247,ANBBK Boynton Beach Knights BBK-2015-B-Red,Boynton Beach Knights,AZ,U11,M
42175499,Summer Select - 2015 Boys Red,Futboltech,AZ,U11,M
42160225,2015 Boys Navy,SABR - Team Boca,AZ,U11,M
42160289,Pumas Tucson 15B,Renegades Soccer Club,AZ,U11,M
42160174,15B FPFC TRP ELITE,Florida Premier FC,AZ,U11,M
42160392,FBS-FC 2015 Teal,Futbol Beach Soccer Futsal Club,AZ,U11,M
42168877,Beachside South NEAL U11 (2015),Beachside Soccer Club CT,AZ,U11,M
42162210,FDI 2015,South Bank SC,AZ,U11,M
42159534,Idaho Rush 15 Blue,Idaho Rush Soccer Club,AZ,U11,M
42163107,FC PREMIER EAGLES,PSSLU,AZ,U11,M
42159126,Ajax United 15B Black,Ajax United,AZ,U11,M
42164401,Tournament Time - GA 2015 Boys,Tournament Time,AZ,U11,M
42169935,2015B pre-MLS Red,Bayside FC,AZ,U11,M
42158612,Peninsula SC Fire Blue 15B,Peninsula Youth Soccer,AZ,U11,M
42160707,MFA GR 15B Elite,Michigan Futbol Academy,AZ,U11,M
42158058,B15 ACADEMY EA2 - SP,SoCal Reds FC,AZ,U11,M
42161474,Premier Touch FC LB B15,,AZ,U11,M
42162325,15/16B Valenzuela Nogales,RSL-AZ Southern AZ,AZ,U11,M
42158362,B15 Acuna,FASC,AZ,U11,M
42159164,Santa Rosa United 15B Gold,Santa Rosa United Soccer,AZ,U11,M
42159071,U11 Union FC 15B JDP,Union Sacramento FC,AZ,U11,M
42160267,Chicago Inter Soccer 2015B Red South,Chicago Inter,AZ,U11,M
42158403,2015 Smithfield Lightning,Smithfield Soccer Club,AZ,U11,M
42160769,JGSA 15 Boys Black,John Gaspar Soccer Academy,AZ,U11,M
42158706,2015B East Lake Navy,West Florida Flames,AZ,U11,M
42159295,Ravenswood SC B15/16 Jaguars,Ravenswood Juniors Soccer Club,AZ,U11,M
42158274,TFA-NE B2015 White,TOTAL FUTBOL ACADEMY (CA),AZ,U11,M
42162148,TOROS F.C. Elite,,AZ,U11,M
42159378,Elk Grove United SC 15B Premier WA,Elk Grove United SC,AZ,U11,M
42175932,FPFC 15B CP REGIONAL GOLD,Florida Premier FC,AZ,U11,M
42159347,Stockton TLJ FC 15 white,Stockton TLJ FC,AZ,U11,M
42159133,Glen-Ed SC 15B United I,Glen-Ed SC,AZ,U11,M
42159872,MAFC 2015 Red,MAFC,AZ,U11,M
42160799,U-11 (2015) Boys Pre Academy Blue,SC del Sol,AZ,U11,M
42177068,Merak Academy U11 Gold,Merak Academy,AZ,U11,M
42161217,VSA 15B Pre-ECNL II,Virginia Soccer Association,AZ,U11,M
42161746,PSG ACADEMY FL2 U10 RONALDINHO,PSG Academy FL,AZ,U11,M
42160372,ESJFC 15B White,East San Jose FC,AZ,U11,M
42162051,Strikers Miami FC 2015 Black,Strikers Miami FC ,AZ,U11,M
42161125,PFCU 2015 Dortmund Boys,Central Illinois United,AZ,U11,M
42176058,Select 15B Red,AZFC ,AZ,U11,M
42162835,Labelle Heat U11 15/16,Boynton United FC,AZ,U11,M
42161697,BVB 15B Yellow South (Rivas),BVB International Academy Texas,AZ,U11,M
42158772,Atchison Village Lightning Force 2015B,Albany Berkeley Soccer Club,AZ,U11,M
42158719,JFC 2015B Elite Blue,Jacksonville FC,AZ,U11,M
42159277,SF Glens Academy 15B Pre-MLS II Celtic,San Francisco Glens Soccer Club,AZ,U11,M
42158138,B2015 Academy North,Empire Surf,AZ,U11,M
42159858,CDO 15B Elite,Canyon Del Oro Soccer Club,AZ,U11,M
42158916,ABSC Lightning Bolts 2015B,Albany Berkeley Soccer Club,AZ,U11,M
42164704,Socal Blaze SC B15 Santa Fe Springs,Socal Blaze SC,AZ,U11,M
42161787,2015 Boys Academy I,Juventus Academy DC Metro,AZ,U11,M
42159383,2015B Blue,Santa Cruz United Football Club,AZ,U11,M
42158793,Dublin United 15B Green,Dublin United,AZ,U11,M
42176031,2015Gold,Downtown Las Vegas SC,AZ,U11,M
42169039,STLDA 2015B Elite Navy,St. Louis Development Academy,AZ,U11,M
42159736,Solar West 15B Padilla,Solar SC,AZ,U11,M
42161468,SC Pro Soccer Academy 2015B Team 2,SC Pro Soccer,AZ,U11,M
42185650,LOS AMIGOS FC,,AZ,U11,M
42163226,SDA 2015 Boys Pre-MLS White,Syracuse Development Academy (SDA),AZ,U11,M
